recpid,recpname,recpversion,count,mean,mode,lower_bound,upper_bound
SPB01.03,SPB01,.03,5253,3343.9348943460877,2902,2833,4481
SPB01.04,SPB01,.04,378,2917.457671957672,2903,2887,3013
SPB01.05,SPB01,.05,20867,2896.503713998179,2890,2538,3254
SPB61.03,SPB61,.03,209,3180.822966507177,3106,2598,3762
SPB61.04,SPB61,.04,2466,2970.8483373884833,2902,2878,3263
SPB61.05,SPB61,.05,220,2916.25,2887,2885,2992
SPB61.06,SPB61,.06,1767,2948.4719864176573,2906,2889,3142
SPB61.07,SPB61,.07,6397,2928.4972643426604,2906,2883,3075
SPB61.08,SPB61,.08,3905,3054.7843790012803,3006,2536,3575
SPB6P.01,SPB6P,.01,239,2171.0376569037658,2246,1101,3379
SPC01.06,SPC01,.06,4147,23992.887629611767,29139,21157,30373
SPC01.07,SPC01,.07,29882,23874.531657854226,21039,21038,29411
SPC01.08,SPC01,.08,20900,23983.487177033494,21039,21038,29141
SPC02.05,SPC02,.05,15553,24336.185687648685,21039,21038,30083
SPC02.06,SPC02,.06,9547,25142.16863936315,21039,21038,29141
SPC61.02,SPC61,.02,565,26863.96814159292,29136,21349,32382
SPC61.03,SPC61,.03,18299,25680.91813760315,29139,21038,30024
SPC61.04,SPC61,.04,11196,25908.684976777422,29139,21038,29141
SPC62.02,SPC62,.02,515,27539.749514563107,21949,21162,34562
SPC62.03,SPC62,.03,8935,26105.112702853945,29139,21038,31135
SPC62.04,SPC62,.04,4726,26499.0501481168,29139,21038,29141
SPD01.02,SPD01,.02,277,5965.4945848375455,3454,1105,10833
SPD01.04,SPD01,.04,99,7812.10101010101,8676,1796,13957
SPD01.05,SPD01,.05,1462,6174.705198358413,2925,2667,12023
SPD02.03,SPD02,.03,5375,2768.3428837209303,1764,1471,4679
SPD02.04,SPD02,.04,18644,2340.2847564900235,1714,1359,3941
SPD04.02,SPD04,.02,7734,2305.4065166795967,1718,1456,3415
SPD04.03,SPD04,.03,16135,1957.3949178803844,1456,1231,2838
SPD06.01,SPD06,.01,14,0.0,0,0,0
SPD06.02,SPD06,.02,21,0.0,0,0,0
SPD08.01,SPD08,.01,59,545.3728813559322,91,82,1313
SPD08.02,SPD08,.02,56,604.7321428571429,144,144,2237
SPD09.02,SPD09,.02,476,2348.531512605042,1436,454,4813
SPD09.03,SPD09,.03,252,1277.9960317460318,939,224,2755
SPD0A.02,SPD0A,.02,291,4746.71821305842,2624,40,9949
SPD0A.03,SPD0A,.03,1620,2422.001851851852,1695,1065,4689
SPD62.04,SPD62,.04,2749,2483.524554383412,1652,1648,4301
SPD62.05,SPD62,.05,10876,2372.611162191982,1652,1648,4119
SPD63.02,SPD63,.02,76,2095.3552631578946,1796,1537,3127
SPD63.04,SPD63,.04,1928,3252.4439834024897,3149,1077,5224
SPD64.03,SPD64,.03,4293,2942.633589564407,2640,1637,4752
SPD64.04,SPD64,.04,10200,3439.265588235294,2644,1645,4845
SPD66.01,SPD66,.01,47,485.1489361702128,343,107,1044
SPD66.02,SPD66,.02,47,319.36170212765956,232,95,937
SPD68.02,SPD68,.02,44,1939.590909090909,3,3,4102
SPD68.03,SPD68,.03,19,1244.2105263157894,363,363,2758
SPD69.01,SPD69,.01,33,2633.090909090909,1652,1159,4589
SPD69.02,SPD69,.02,34,1987.9117647058824,1652,1648,2998
SPD69.03,SPD69,.03,1680,1903.925,1652,1184,2956
SPD6A.02,SPD6A,.02,431,2759.6844547563805,2593,407,5194
SPD6B.01,SPD6B,.01,4,826.75,6,6,2146
SPD6P.01,SPD6P,.01,273,3079.021978021978,3173,897,7672
SPD92.05,SPD92,.05,81,3789.1481481481483,1525,1400,10658
SPD92.06,SPD92,.06,407,2347.154791154791,1768,1143,4173
SPD94.05,SPD94,.05,143,2126.2587412587413,1718,635,3365
SPD94.06,SPD94,.06,333,1741.6486486486488,1197,1074,2654
SPDD2.05,SPDD2,.05,241,3051.2240663900416,1768,1471,5114
SPDD2.06,SPDD2,.06,461,3021.882863340564,1760,1710,5387
SPDD2.07,SPDD2,.07,1493,2428.1346282652376,1714,1470,4032
SPDD3.02,SPDD3,.02,90,2425.9666666666667,1718,1204,4386
SPDD4.05,SPDD4,.05,215,2382.818604651163,2412,1679,3227
SPDD4.06,SPDD4,.06,1198,1903.6535893155258,1456,1363,2710
SPDV1.02,SPDV1,.02,115,1687.017391304348,1244,376,2997
SPE01.08,SPE01,.08,1634,1386.4638922888616,923,663,2187
SPE01.09,SPE01,.09,18021,1124.0566006325953,927,632,1751
SPE02.04,SPE02,.04,4327,1322.9909868269008,950,713,2094
SPE02.05,SPE02,.05,1467,1377.7546012269938,993,876,2116
SPE02.06,SPE02,.06,22568,1076.5018610421837,970,664,1602
SPE03.10,SPE03,.10,4532,1234.3426743159753,900,587,1922
SPE03.11,SPE03,.11,1210,1102.8628099173554,851,538,1728
SPE03.12,SPE03,.12,21760,1027.913786764706,865,399,1656
SPE04.04,SPE04,.04,202,1623.980198019802,801,314,3496
SPE04.05,SPE04,.05,22,1026.3181818181818,923,462,1590
SPE04.06,SPE04,.06,1565,723.5916932907348,715,146,1339
SPE04.07,SPE04,.07,179,912.2234636871508,914,208,2277
SPE05.04,SPE05,.04,270,1210.5185185185185,1243,464,2453
SPE05.05,SPE05,.05,8,911.25,5,5,1718
SPE05.06,SPE05,.06,489,921.2474437627811,738,180,1918
SPE08.01,SPE08,.01,1231,820.4110479285134,639,307,1333
SPE09.01,SPE09,.01,1042,734.4222648752399,685,346,1241
SPE09.02,SPE09,.02,149,636.7852348993289,400,327,946
SPE11.06,SPE11,.06,4369,1291.3085374227512,923,716,1982
SPE11.08,SPE11,.08,14274,1124.2098220540843,908,657,1762
SPE11.09,SPE11,.09,6709,1030.061708153227,896,648,1543
SPE12.02,SPE12,.02,4604,1189.720026064292,885,615,2074
SPE12.03,SPE12,.03,1151,1125.3553431798437,981,679,1915
SPE12.04,SPE12,.04,17770,921.806527855937,798,476,1459
SPE12.05,SPE12,.05,2866,785.4584787159805,708,411,1159
SPE14.04,SPE14,.04,3231,2059.139275766017,1290,1260,3140
SPE14.05,SPE14,.05,7717,1828.2397304652068,1321,1205,2820
SPE15.04,SPE15,.04,103,1014.4757281553398,243,259,1769
SPE61.06,SPE61,.06,125,1462.664,1027,645,2178
SPE61.07,SPE61,.07,1650,1246.3521212121211,1024,823,1917
SPE62.03,SPE62,.03,1943,1569.7102418939785,1120,955,2486
SPE62.04,SPE62,.04,713,1264.4025245441794,1093,908,1760
SPE62.05,SPE62,.05,10900,1122.7404587155963,1004,938,1499
SPE63.04,SPE63,.04,1954,1544.4708290685774,1112,752,2388
SPE63.05,SPE63,.05,730,1533.9534246575342,1108,1016,2276
SPE63.06,SPE63,.06,12509,1255.8613798065394,1081,685,1929
SPE64.02,SPE64,.02,1945,1314.0241645244216,869,725,2030
SPE64.03,SPE64,.03,11034,1118.5901758201921,931,814,1715
SPE65.02,SPE65,.02,1939,1257.3919546157813,912,490,2024
SPE65.03,SPE65,.03,804,1191.5149253731342,907,507,1875
SPE65.04,SPE65,.04,2520,1332.7444444444445,896,495,2170
SPE65.05,SPE65,.05,8303,1151.7321450078284,1020,517,1837
SPE65.06,SPE65,.06,1355,893.9365313653136,869,592,1217
SPE66.02,SPE66,.02,21,1439.095238095238,865,865,2033
SPE66.03,SPE66,.03,10,1092.4,569,569,1756
SPE66.04,SPE66,.04,1765,914.9439093484419,873,602,1227
SPE67.05,SPE67,.05,2111,2086.1378493604925,1467,1310,2871
SPE67.06,SPE67,.06,13716,1966.1574074074074,1436,1224,3084
SPE68.02,SPE68,.02,1,932.0,932,932,932
SPE68.03,SPE68,.03,1601,1009.368519675203,954,598,1420
SPE69.02,SPE69,.02,245,947.4571428571429,981,322,1572
SPE6A.01,SPE6A,.01,19,687.9473684210526,307,307,1011
SPE6A.02,SPE6A,.02,139,930.4820143884892,865,492,1368
SPE6P.01,SPE6P,.01,1,391.0,391,391,391
SPE6Q.01,SPE6Q,.01,305,1709.8262295081968,1344,377,3137
SPEV1.05,SPEV1,.05,138,1123.463768115942,739,311,2107
SPF01.05,SPF01,.05,268,4198.626865671642,3906,2888,5508
SPF01.06,SPF01,.06,1529,4321.769130150426,4040,1968,6674
SPF02.05,SPF02,.05,220,2461.586363636364,2289,1378,3544
SPF02.06,SPF02,.06,1546,2377.9333764553685,2296,1319,3558
SPF04.01,SPF04,.01,4867,2389.752208752825,2277,1690,3128
SPF04.02,SPF04,.02,17819,2409.495931309277,2323,1732,3086
SPF62.05,SPF62,.05,2653,2524.6211835657746,2300,1942,3223
SPF62.06,SPF62,.06,10795,2507.8472440944884,2335,2087,3141
SPF63.02,SPF63,.02,33,2386.3636363636365,2254,875,3897
SPF63.03,SPF63,.03,35,2451.2571428571428,2544,2218,2826
SPF63.04,SPF63,.04,1650,2409.6787878787877,2289,1599,3219
SPF92.07,SPF92,.07,70,2296.3285714285716,2111,1290,3302
SPF92.08,SPF92,.08,393,2371.325699745547,2327,1456,3308
SPFD2.05,SPFD2,.05,607,2348.2635914332786,2115,1868,2953
SPFD2.06,SPFD2,.06,1425,2472.435789473684,2316,1923,3159
SPFD3.05,SPFD3,.05,90,2416.133333333333,1741,1424,3407
SPFM3.01,SPFM3,.01,230,2455.4304347826087,1890,585,4325
SPG61.01,SPG61,.01,213,0.0,0,0,0
SPG62.01,SPG62,.01,1676,0.0,0,0,0
SPH01.02,SPH01,.02,6215,3564.7681415929205,3388,1494,6052
SPH01.03,SPH01,.03,4086,4171.999265785609,2011,1914,6802
SPH01.04,SPH01,.04,14,4277.5,2014,2014,7059
SPH01.05,SPH01,.05,3337,3602.1603236439914,3550,1832,5970
SPH01.06,SPH01,.06,13088,2885.357044621027,1965,1575,4720
SPH61.03,SPH61,.03,2996,6576.895193591456,6489,3101,11197
SPH61.04,SPH61,.04,2513,6587.266215678472,3762,3345,11016
SPH61.05,SPH61,.05,7,5844.142857142857,11,11,15306
SPH61.06,SPH61,.06,9463,5308.216844552468,3554,3114,7616
SPI01.03,SPI01,.03,43436,409.8622571139147,3,2,1210
SPI01.04,SPI01,.04,2,3982.0,2031,2031,5933
SPK01.07,SPK01,.07,23701,3450.5966836842326,2331,1687,5829
SPK02.03,SPK02,.03,377,5320.249336870026,3376,2222,9880
SPK02.04,SPK02,.04,1475,7361.593898305085,3735,2307,14529
SPK03.03,SPK03,.03,423,3916.4089834515366,1961,1265,9064
SPK07.07,SPK07,.07,25115,3111.3500696794745,2196,1829,4772
SPK08.06,SPK08,.06,26227,3182.433560834255,1841,1486,5634
SPK15.02,SPK15,.02,40,579.575,4,4,1458
SPK15.03,SPK15,.03,107,228.01869158878506,168,141,394
SPK16.02,SPK16,.02,262,2199.759541984733,782,782,4676
SPK16.03,SPK16,.03,464,1995.6896551724137,2381,837,3639
SPK17.01,SPK17,.01,1499,6379.360907271514,3882,1942,13419
SPK18.01,SPK18,.01,45,5613.311111111111,1491,1491,14061
SPK18.02,SPK18,.02,1394,5608.365136298422,1652,1609,11797
SPK61.06,SPK61,.06,13015,3194.5271609681135,2185,2139,5153
SPK63.04,SPK63,.04,155,1354.0387096774193,885,10,2931
SPK63.05,SPK63,.05,303,866.016501650165,403,390,2046
SPK64.01,SPK64,.01,21,897.0952380952381,15,15,2901
SPK64.02,SPK64,.02,33,281.1515151515151,212,11,569
SPK67.04,SPK67,.04,14218,3738.1565621043746,2852,2664,5301
SPK68.06,SPK68,.06,14711,2594.948473931072,1834,1478,4279
SPK6A.03,SPK6A,.03,125,670.464,355,161,1410
SPK6B.01,SPK6B,.01,1649,3672.8186779866587,3700,1323,6287
SPK6C.03,SPK6C,.03,160,3002.48125,2188,744,5299
SPK6D.03,SPK6D,.03,5,1333.6,49,49,2467
SPK91.02,SPK91,.02,474,3615.675105485232,2458,1652,6015
SPKD1.09,SPKD1,.09,2129,3478.715359323626,2339,1964,5840
SPL01.04,SPL01,.04,268,1563.2014925373135,907,609,3951
SPL01.05,SPL01,.05,1492,1203.4470509383377,954,648,2130
SPL02.06,SPL02,.06,5775,1557.7511688311688,1344,1063,2348
SPL02.07,SPL02,.07,3,1528.3333333333333,1367,1367,1705
SPL02.08,SPL02,.08,21054,1455.4908330958488,1290,981,1992
SPL62.04,SPL62,.04,2688,1682.383556547619,1513,1382,2254
SPL62.05,SPL62,.05,2,849.5,0,0,1699
SPL62.06,SPL62,.06,12203,1633.6539375563386,1498,1327,2159
SPL62.07,SPL62,.07,1,0.0,0,0,0
SPL6A.01,SPL6A,.01,233,1806.8798283261804,1525,273,3368
SPM01.03,SPM01,.03,8320,3135.2939903846154,1637,1582,6008
SPM01.04,SPM01,.04,2109,3056.9739212897107,1664,1560,5988
SPM01.05,SPM01,.05,23,2019.5217391304348,1656,1656,2877
SPM01.06,SPM01,.06,16906,2195.5434756891045,1598,1522,3746
SPM02.05,SPM02,.05,2,0.0,0,0,0
SPM02.06,SPM02,.06,5772,4295.640159390159,4298,2358,6537
SPM02.07,SPM02,.07,63,3913.031746031746,0,919,6678
SPM02.08,SPM02,.08,1738,4246.608170310702,0,1757,6736
SPM02.09,SPM02,.09,3493,4162.5196106498715,2308,2300,6488
SPM02.10,SPM02,.10,16035,3620.674836295603,2343,2038,6053
SPM04.03,SPM04,.03,95,3070.8105263157895,1795,1591,5345
SPM61.05,SPM61,.05,4499,2956.406312513892,1861,1823,5024
SPM61.06,SPM61,.06,12517,2435.822081968523,1880,1725,3750
SPM62.05,SPM62,.05,1,0.0,0,0,0
SPM62.06,SPM62,.06,2780,2598.2856115107916,2242,1448,3747
SPM62.07,SPM62,.07,1126,2543.3765541740677,2239,2172,3421
SPM62.08,SPM62,.08,2109,2586.280701754386,2304,2165,3501
SPM62.09,SPM62,.09,6976,2638.397505733945,2265,2174,3627
SPM62.10,SPM62,.10,892,2298.8934977578474,2265,1322,3274
SPM64.01,SPM64,.01,8,2425.125,2247,2247,2663
SPM64.02,SPM64,.02,34,2716.970588235294,2972,1039,4394
SPM64.03,SPM64,.03,589,2389.2546689303904,2265,1143,3634
SPM64.04,SPM64,.04,1077,2233.954503249768,2265,1737,2730
SPN01.07,SPN01,.07,10310,4858.907371483996,2674,1275,9915
SPN01.08,SPN01,.08,16631,5374.554145872166,3172,1760,10660
SPN02.03,SPN02,.03,1705,0.0,0,0,0
SPN03.03,SPN03,.03,1705,0.0,0,0,0
SPN04.03,SPN04,.03,1705,0.0,0,0,0
SPN61.06,SPN61,.06,5343,7986.179861501029,3103,2153,16231
SPN61.07,SPN61,.07,9235,6408.693557119654,4638,2058,12763
SPO01.02,SPO01,.02,9726,0.0,0,0,0
SPO61.02,SPO61,.02,13852,0.0,0,0,0
SPP01.05,SPP01,.05,55195,1845.3259715553945,19,17,5925
SPQ01.12,SPQ01,.12,8088,2384.986028684471,1787,1255,4102
SPQ01.13,SPQ01,.13,6249,1582.364538326132,1236,919,2529
SPQ01.14,SPQ01,.14,11960,1580.1126254180601,1170,936,2553
SPQ61.03,SPQ61,.03,4467,1889.9892545332439,1760,1182,2866
SPQ61.04,SPQ61,.04,440,1656.581818181818,1182,1159,2591
SPQ61.05,SPQ61,.05,4187,1689.8896584666825,1236,1182,2591
SPQ61.06,SPQ61,.06,8013,1718.2237613877448,1297,1108,2682
SPR01.07,SPR01,.07,5701,2001.467988072268,1313,1239,3643
SPR01.08,SPR01,.08,2781,1897.1035598705503,1409,1282,2936
SPR01.09,SPR01,.09,18515,2232.8810694031868,1795,1057,3982
SPR01.10,SPR01,.10,1123,2288.59928762244,1526,1205,4026
SPR02.03,SPR02,.03,218,4106.821100917431,2883,2473,6427
SPR02.04,SPR02,.04,58,4662.362068965517,6291,1878,6766
SPR02.05,SPR02,.05,1516,2752.0560686015833,1822,1294,4512
SPR03.04,SPR03,.04,276,3370.913043478261,2786,1236,5671
SPR03.05,SPR03,.05,67,4391.44776119403,2180,2180,7150
SPR03.06,SPR03,.06,75,2730.0933333333332,1745,487,4973
SPR06.09,SPR06,.09,752,2141.101063829787,1857,1216,3230
SPR07.05,SPR07,.05,5850,3982.194700854701,2366,1297,7273
SPR07.06,SPR07,.06,20942,2983.8113360710536,2370,1059,5807
SPR08.03,SPR08,.03,24476,2262.5161382578854,1826,1524,3229
SPR09.01,SPR09,.01,10,3512.7,733,733,8957
SPR09.02,SPR09,.02,8,1010.5,3,3,2821
SPR09.03,SPR09,.03,73,1723.876712328767,8,8,3935
SPR11.02,SPR11,.02,48,920.375,14,14,2228
SPR11.03,SPR11,.03,176,687.4318181818181,452,149,1495
SPR12.01,SPR12,.01,1511,2688.0774321641297,1776,918,4652
SPR61.04,SPR61,.04,1235,1850.3246963562754,1490,1208,2887
SPR61.05,SPR61,.05,1429,1837.146256123163,1506,1402,2735
SPR61.06,SPR61,.06,11725,2015.2446908315565,1537,1398,3128
SPR61.07,SPR61,.07,725,1983.608275862069,1660,1286,2948
SPR65.03,SPR65,.03,1563,2057.39795265515,1591,1074,3305
SPR66.04,SPR66,.04,1079,1841.571825764597,1436,1352,2935
SPR66.06,SPR66,.06,12077,1856.7222820236814,1571,1297,2697
SPR67.05,SPR67,.05,993,2103.3041289023163,1610,1062,3593
SPR67.06,SPR67,.06,1729,2103.351069982649,1648,1169,3559
SPR67.07,SPR67,.07,10313,1967.0262775138176,1463,1250,3035
SPR67.08,SPR67,.08,1698,1980.366902237927,1776,1300,3038
SPR68.03,SPR68,.03,165,1832.290909090909,1795,969,2695
SPS02.03,SPS02,.03,11697,1698.3359835855347,0,0,5884
SPS02.04,SPS02,.04,30411,1295.0792476406564,0,0,4636
SPS03.01,SPS03,.01,10437,629.0573919708728,2,2,3263
SPS03.02,SPS03,.02,16831,5805.002733052106,896,402,16539
SPS62.03,SPS62,.03,4131,845.9360929557008,3,2,3708
SPS62.04,SPS62,.04,1445,5577.280968858132,927,498,22514
SPS62.05,SPS62,.05,8533,2221.678073362241,865,372,5919
SPS63.03,SPS63,.03,5721,797.9515818912778,2,2,3979
SPS63.04,SPS63,.04,11177,5389.423995705467,409,409,15110
SPST1.01,SPST1,.01,502,0.0,0,0,0
SPT01.06,SPT01,.06,10162,651.8473725644558,0,0,3459
SPT01.07,SPT01,.07,17062,273.6595944203493,0,0,2281
SPT02.11,SPT02,.11,133,6356.360902255639,1224,1190,14724
SPT02.12,SPT02,.12,621,5274.228663446055,0,0,14752
SPT03.06,SPT03,.06,9724,4171.43665158371,0,0,10844
SPT03.07,SPT03,.07,14602,2481.2405149979454,0,0,9380
SPT04.03,SPT04,.03,7,20951.85714285714,1474,1474,52261
SPT04.04,SPT04,.04,9,16614.666666666668,0,0,41254
SPT61.06,SPT61,.06,5309,0.0,0,0,0
SPT61.07,SPT61,.07,10271,0.0,0,0,0
SPT62.04,SPT62,.04,5461,4358.644021241531,0,0,12377
SPT62.05,SPT62,.05,8512,1651.953007518797,0,0,7389
SPU01.02,SPU01,.02,6106,0.0,0,0,0
SPU01.03,SPU01,.03,20224,0.0,0,0,0
SPV01.02,SPV01,.02,99287,771.7273963358748,125,124,3060
SPV01.04,SPV01,.04,44299,223.82780649676064,123,123,470
SPV02.02,SPV02,.02,1313,23.124904798172125,0,0,277
SPV0R.01,SPV0R,.01,1831,837.194975423266,302,8,3889
SPV0R.02,SPV0R,.02,1029,846.712342079689,302,201,3559
SPV61.01,SPV61,.01,56032,756.6654411764706,150,125,3150
SPV61.02,SPV61,.02,22532,245.53177702822651,132,122,513
SPV62.01,SPV62,.01,227,26.841409691629956,14,13,52
SPV6R.01,SPV6R,.01,647,724.4296754250387,3,3,4441
SPV6R.02,SPV6R,.02,362,534.621546961326,41,18,2586
SPW01.08,SPW01,.08,9871,531.9623138486476,0,0,3035
SPW01.09,SPW01,.09,16934,88.96055273414433,0,0,773
SPW02.04,SPW02,.04,9635,2426.976440062273,0,0,7264
SPW02.05,SPW02,.05,15044,1021.7291943632013,0,0,4238
SPW04.02,SPW04,.02,5489,0.0,0,0,0
SPW04.03,SPW04,.03,4239,0.0,0,0,0
SPW05.05,SPW05,.05,7379,6305.406017075485,2397,1398,13749
SPW05.06,SPW05,.06,10,10869.7,3736,3736,22710
SPW05.07,SPW05,.07,1551,4709.501611863314,1062,816,13132
SPW05.08,SPW05,.08,1540,2315.0603896103894,1031,927,7314
SPW06.01,SPW06,.01,4431,3208.2283908824193,0,0,11628
SPW06.02,SPW06,.02,941,4890.912858660999,0,0,13341
SPW06.03,SPW06,.03,5354,4188.111692192753,0,0,10991
SPW06.04,SPW06,.04,5818,2313.6789274664834,1012,188,6902
SPW07.02,SPW07,.02,10188,1473.1747153513938,0,0,7850
SPW07.03,SPW07,.03,2181,1462.77487391105,0,0,7562
SPW07.04,SPW07,.04,6897,3112.1831230969988,0,0,11497
SPW07.05,SPW07,.05,7397,2126.028660267676,0,0,8779
SPW61.04,SPW61,.04,5283,0.0,0,0,0
SPW61.05,SPW61,.05,10218,0.0,0,0,0
SPW62.03,SPW62,.03,5382,3181.2487922705313,0,0,9731
SPW62.04,SPW62,.04,8441,764.119298661296,0,0,3775
SPW64.02,SPW64,.02,4994,0.0,0,0,0
SPW64.03,SPW64,.03,8855,0.0,0,0,0
SPW65.03,SPW65,.03,6999,8401.22431775968,4345,2073,18480
SPW65.04,SPW65,.04,3856,6028.929719917012,1499,1456,14240
SPW65.05,SPW65,.05,3991,3232.763718366324,2628,1422,9536
SPW66.02,SPW66,.02,364,9100.225274725275,0,0,22460
SPW66.03,SPW66,.03,129,4140.062015503876,0,0,10930
SPW66.04,SPW66,.04,310,7462.770967741935,3506,958,17758
SPW66.05,SPW66,.05,529,3460.947069943289,923,922,9341
SPW66.06,SPW66,.06,534,2329.889513108614,1000,919,6878
SPW67.01,SPW67,.01,5813,3206.4828831928435,0,0,15192
SPW67.02,SPW67,.02,1349,2792.169014084507,0,0,11430
SPW67.03,SPW67,.03,3880,5904.763402061855,0,0,16495
SPW67.04,SPW67,.04,2467,4872.993514389947,0,0,15226
SPW68.02,SPW68,.02,7,2519.4285714285716,1116,1116,6309
SPW68.03,SPW68,.03,195,2174.4666666666667,1791,522,6989
SRW01.02,SRW01,.02,35,48.17142857142857,14,9,125
SRW02.03,SRW02,.03,706,12.09915014164306,8,7,23
SRW06.03,SRW06,.03,239,22.665271966527197,14,10,49
SRW08.04,SRW08,.04,1,577.0,577,577,577
SRW09.02,SRW09,.02,35,16.4,10,8,36
SRW10.07,SRW10,.07,139,52.55395683453237,14,13,133
SRW12.03,SRW12,.03,9,30.77777777777778,0,0,95
SRW13.02,SRW13,.02,168,17.482142857142858,14,8,35
SRW15.03,SRW15,.03,140,25.228571428571428,8,7,85
SRW18.02,SRW18,.02,197,18.685279187817258,9,8,50
SRW19.02,SRW19,.02,13,28.307692307692307,10,9,80
SRW20.02,SRW20,.02,503,11.660039761431412,8,7,22
SRW21.02,SRW21,.02,4,46.5,11,11,88
SRW24.01,SRW24,.01,287,23.310104529616726,14,8,63
SRW26.01,SRW26,.01,310,14.896774193548387,14,8,26
SRW27.01,SRW27,.01,35,35.857142857142854,14,10,113
SRW28.01,SRW28,.01,8,72.875,41,25,146
SRW63.02,SRW63,.02,8,38.125,14,14,92
SRW63.03,SRW63,.03,13,214.6153846153846,19,12,1435
SRW64.02,SRW64,.02,74,64.3108108108108,17,15,150
SSD02.05,SSD02,.05,222,3797.5810810810813,1629,1489,8249
SSD02.06,SSD02,.06,802,2224.8815461346635,1537,1335,3961
SSD02.07,SSD02,.07,1,0.0,0,0,0
SSD02.08,SSD02,.08,814,1755.2506142506143,0,576,2933
SSD03.08,SSD03,.08,6019,2205.2214653596943,1016,887,4837
SSD03.09,SSD03,.09,10287,1597.936132983377,946,764,3095
SSD03.10,SSD03,.10,11117,1194.7219573625978,877,674,2187
SSD03.11,SSD03,.11,10,809.5,0,0,1173
SSD05.03,SSD05,.03,5618,2433.1076895692418,1039,900,5569
SSD05.04,SSD05,.04,10392,1543.237297921478,1047,728,2994
SSD05.05,SSD05,.05,3,0.0,0,0,0
SSD05.06,SSD05,.06,11236,1196.2651299394802,865,697,2199
SSD05.07,SSD05,.07,4,778.5,0,0,1062
SSD63.07,SSD63,.07,2666,3273.573893473368,1314,1103,8299
SSD63.08,SSD63,.08,6839,1933.0410878783448,1314,83,4173
SSD63.09,SSD63,.09,5249,1557.7258525433415,1351,852,2263
SSD64.04,SSD64,.04,156,2989.102564102564,2937,1373,4604
SSD65.08,SSD65,.08,2678,2679.6923076923076,1314,1135,7055
SSD65.09,SSD65,.09,6596,1974.8649181322014,1314,1224,4035
SSD65.10,SSD65,.10,5670,1539.9763668430335,1351,750,2329
SSK01.01,SSK01,.01,7,0.0,0,0,0
SSM01.06,SSM01,.06,358,126.86312849162012,3,2,636
SSM01.09,SSM01,.09,63,1210.4126984126983,304,304,3800
SSM02.06,SSM02,.06,261,6341.593869731801,2655,2196,12046
SSM02.07,SSM02,.07,154,3678.805194805195,2385,1984,6246
SSM02.08,SSM02,.08,1371,4168.056163384391,2588,1778,7716
SSM03.04,SSM03,.04,5851,8557.547256879167,8001,3785,14683
SSM03.05,SSM03,.05,4357,7856.779664907046,7006,3842,13188
SSM03.06,SSM03,.06,14827,7899.564375800904,7978,3885,12422
SSM04.01,SSM04,.01,8,2959.125,1224,1224,9038
SSM04.02,SSM04,.02,5,927.2,0,0,2771
SSM08.03,SSM08,.03,1,2130.0,2130,2130,2130
SSM08.04,SSM08,.04,3,5472.333333333333,4020,4020,6362
SSM09.03,SSM09,.03,99,5314.171717171717,95,95,11295
SSM09.04,SSM09,.04,136,5119.764705882353,1402,326,11300
SSRD1.01,SSRD1,.01,10088,0.41128072957969863,0,0,2
SSRD1.02,SSRD1,.02,16127,0.0,0,0,0
SSRD2.01,SSRD2,.01,370,0.8810810810810811,0,0,4
SSRD2.02,SSRD2,.02,1356,0.0,0,0,0
SSRD3.01,SSRD3,.01,10471,0.8243720752554675,0,0,3
SSRD3.02,SSRD3,.02,16022,0.0,0,0,0
SSRD4.01,SSRD4,.01,305,19.534426229508195,0,0,183
SSRD4.02,SSRD4,.02,341,12.841642228739003,0,0,128
SSS00.01,SSS00,.01,1789,6891.986584684181,4738,3268,11081
SSS02.07,SSS02,.07,22800,7414.835789473685,4873,4186,11735
SSS06.02,SSS06,.02,269,6310.758364312268,4440,2600,11349
SSS06.03,SSS06,.03,161,5020.88198757764,5320,3088,6953
SSS06.04,SSS06,.04,1441,4845.476752255378,4652,2797,6996
SSS07.02,SSS07,.02,5937,5873.472797709281,5089,3140,8641
SSS07.03,SSS07,.03,19333,5261.80758288936,4653,3446,7300
SSS61.05,SSS61,.05,8263,12571.484448747427,6601,6483,18493
SSS61.06,SSS61,.06,6511,11342.183074796498,7099,6041,17393
SSS62.07,SSS62,.07,676,9680.298816568047,0,0,16924
SSS62.09,SSS62,.09,4,2.0,0,0,5
SSS62.10,SSS62,.10,13065,10645.024339839265,6127,4364,17278
SSS63.01,SSS63,.01,26,14627.846153846154,10586,7249,27253
SSS63.02,SSS63,.02,14,4529.928571428572,0,0,15604
SSS63.03,SSS63,.03,1636,9441.13325183374,7642,4822,14304
SSS64.01,SSS64,.01,1,0.0,0,0,0
SSS65.05,SSS65,.05,179,11346.541899441341,0,1637,18757
SSS94.04,SSS94,.04,2546,7344.35310290652,4892,4356,11624
STAG1.01,STAG1,.01,1797,7762.000556483027,7207,7207,8862
STC51.01,STC51,.01,89,22713889.47191011,0,0,48161874
STF01.07,STF01,.07,59805,40492.01454727865,18686,1093,91393
STF02.04,STF02,.04,3686,20888.475583288116,27,27,45851
STF04.01,STF04,.01,1388,29680.80187319885,17034,8577,53847
STPRM.01,STPRM,.01,1794,9.347826086956522,3,2,87
STT01.10,STT01,.10,1997,20439.477215823736,16788,5486,39077
STT01.11,STT01,.11,2969,24556.168406871002,8591,7026,47142
